HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text
0,0,4,All cans intact,"After reading other reviews I was concerned about ordering this, expecting that the cans may arrive damaged, however they were all in perfect condition. The cans were all packed tightly in a box, which was then placed within a second box for delivery. As for the product itself, I had been using a coconut milk from a carton that was smooth and did not separate. This coconut milk separates into the coconut water and coconut cream, so when the can is opened, the harder coconut cream is on top and the water is underneath. Since I only use 1 serving at a time (1/4 cup) this means dividing the cream and coconut water separately. I tried blending it in a blender but it still did not blend together. The taste is comparable to other coconut milks I have tried."
2,2,5,Great Product,I have used this Buttermilk Mix and found it to be very good.  I don't always have fresh buttermilk and having this mix on hand is great.  I am looking forward to the many more recipes that I can prepare on the spur of the moment.
0,0,1,Garbage,"Just purchased this, used almost a tablespoon to make 1 cup. This tea is horrendous. Cheap, bland, barely distinguishable flavor. Wasted time and money."
4,13,1,$44 for 2 lbs?,"Is this a joke?  $44 for 2 lbs of bone-in ribs?  If you live in any top 30 US cities, find a Korean market where they have this for $6 a lb."
0,0,4,Wondering How Much Salt is in a Package?,"Both the product page and the seller were equally unenlightening, so I'll tell you: the package I got contains 3.5 ounces of black salt, packaged by Deep Foods."
0,0,3,The taste just wasn't there for me,"I consume vitamin drinks pretty regularly. I just couldn't get into the taste of this product. It was a bit bland and I wasn't comfortable with the amount I had to use to make it taste ""right"" in my water. Even after 2 1/2 squeezes it still tasted like a powder drink with no sugar added. I was really hoping for a better experience.<br />I also wasn't too happy with the ingredient list:<br />Water, Citric Acid, Vitamin C, Natural Flavor, Sucralose, Natural Caffeine, Sodium Benzoate, Potassium Sorbate, Magnesium Lactate, Gluconate Vitamin B3, Taurine, Vitabin B5, Calcium Lactate, Gum Acacia, Glyceryl, Abietate, Red 40, Vitamin B6, Vitamin B12<br /><br />I think they should have added 10 calories and went with a more natural sugar to kick up the flavor a bit.<br /><br />For those that are okay with drinking just water and just want to add some vitamins to the experience - this may be the product for you. If you are trying to eat/drink better and want to give up soda for something ""healthy"", the bland flavor may not do it for you."
0,0,4,Crunchies Freeze-dried Tropical Fruit,"I think this product is very good.  I have had some better freeze dried fruit.  I would prefer if the pieces were bigger, but other than that it is a could product."
0,1,5,Best coffee ever,"My favorite blend of my favorite coffee.  Used to have to smuggle a few pounds of the stuff back in my suitcase everytime I went out to the midwest! Now I can get in k-cups.  Yay! Good price on amazon, but super saver shipping takes forever! Fedexing it to the post office makes no sense.  just fedex it to me and shave 2 days off the wait already!"
1,1,1,Made My Dog Sick,I've fed Zuke's treats for awhile (3+ years) but the last two bags gave my dogs horrible upset stomach.  I bought a massive bag too and had to throw them both away.  I unfortunately will not be buying these again.
0,0,5,"Very Appley, Great Everyday Herbal Tea","This is one of my favorite herbal teas for everyday drinking. It's very appley compared to some other brands of apple cinnamon tea, but the apple and cinnamon components are well-balanced with the chamomile to make a flavorful tea. I recommend Subscribe and Save, because this tea can be addictive. You will run out before you know it!"
0,0,5,VERY tasty sugar free snack,These taste as good to me as the ones filled with sugar.  I love them so much I ordered about 4lbs and put them airtight bags.
1,2,4,Good product,"overall, good.  lots of big pieces but naturally, there were some smaller ones.  consistency overall was good, not great.  some pieces were a bit hard and others were just right.  due to the size of the bag, you need to either eat alot of it, share with friends immediately, or put it in the fridge after 1-2 days which would make the pieces harder."
10,10,5,Yum,Ahmad fruit flavored teas are my favorite.  So glad that Amazon is carrying them now.  I had to rely on one box here and there in Marshalls but now I can stock up.<br /><br />All the flavors are very natural tasting and the tea is full bodied and satifying.
0,0,5,Great value,"Fantastic balsama glaze.  I am an exceptional home chef and have been pricing this item at stores like William Sonoma Sur La Table etc and this is by far the best bang for the buck.  I love this type of white vinegar glaze especially when preparing appetizers like watermelon, goat cheese, balsma, olive oil, and mint.  A darker glaze would take away from the appearance and taste of the salad.  Just love Amazon and all the great items I buy."
0,1,5,Simply Wonderful,Firenze Roast is A smooth tasting coffee with many flavors. Pure art! Nice aftertaste. With a light roast you can't cheat on quality of the coffee. All Arabica Beans. Made in Seattle USA. Not to mention The USA has more buying power with brokers so The USA gets the highest quality coffee beans in the world. Caffe D'Arte may be the best!
1,1,5,Sad to see this packaging go,"I liked this packaging because it cuts down on the amount of plastic, so I was very sorry that Amazon was no longer going to carry it. Just another case of finally finding a good product only to have it removed from availability."
3,3,4,Worth a look,"Tastes great, makes a nice flavor with veggies for a simple soup. I use it frequently as a booster with my vita mix for extra flavor. It may not be super healthy or whatnot but if your like me and cant stand reduced sodium or low fat canned soup because they are flavorless give this a shot I think you would be pleasantly surprised."
0,0,4,One dog loves it the other doesn't,"Please see my raving review of NB's Duck and Potato Canned Dog Food.<br /><br />My Chow Chow adores this treat. This is her all time favorie, and she gobbles it up every time it is offered to her.<br /><br />My picky Shih Tzu won't touch this treat, but to be fair and honest she doesn't touch any treats with the exception of freeze dried ducks feet which cost me $12/6 feet...<br /><br />I would recommend people try the product though as it is unlikely a dog would have any dietary sensativities to the formula, which is a common concern these days."
1,2,5,better than peanut butter,"i started buying this instead of peanut butter when i developed a peanut sensitivity while pregnant, and was surprised at how good it is.  if i'd known, i would have tried it years ago, so i hope by passing along the word, i can help someone else out."
0,0,4,"Delicious, sweet tasting tea, but...","I love the taste of this tea. It tastes exactly like licorice root and it's very refreshing. I like to make iced tea with it. However, I just read a review someone made on another licorice tea product on amazon, telling their story of licorice toxicity. I'm a fairly paranoid person, so I'm now only going to enjoy this tea about twice a week, instead of everyday like I was doing. I canceled my subscribe & save order because I don't think I can safely use up 6 boxes within the time I selected. I might be overreacting, I probably am, but better safe than sorry."
